chr	anotation	type	start	end	score	strand	frame	gene	attribute
1	Araport11	gene	18061356	18065031	.	+	.	AT1G48840	protein_coding
1	Araport11	gene	18064905	18068154	.	-	.	AT1G48850	protein_coding
1	Araport11	gene	18068698	18071667	.	-	.	AT1G48860	protein_coding
1	Araport11	gene	18072123	18076405	.	-	.	AT1G48870	protein_coding
1	Araport11	gene	18080408	18082925	.	+	.	AT1G48880	protein_coding
1	Araport11	gene	18082902	18084169	.	-	.	AT1G48890	transposable_element_gene
1	Araport11	gene	18084715	18087934	.	-	.	AT1G48900	protein_coding
1	Araport11	gene	18091681	18093878	.	+	.	AT1G48910	protein_coding
1	Araport11	gene	18094900	18095046	.	+	.	AT1G48912	protein_coding
1	Araport11	gene	18098081	18101732	.	+	.	AT1G48920	protein_coding
1	Araport11	gene	18101643	18104768	.	-	.	AT1G48930	protein_coding
1	Araport11	gene	18105808	18106455	.	-	.	AT1G48940	protein_coding
1	Araport11	gene	18106860	18110386	.	+	.	AT1G48950	protein_coding
1	Araport11	gene	18110814	18111463	.	-	.	AT1G48953	protein_coding
1	Araport11	gene	18112458	18113733	.	+	.	AT1G48960	protein_coding
1	Araport11	gene	18113714	18117833	.	-	.	AT1G48970	protein_coding
1	Araport11	gene	18118017	18120667	.	+	.	AT1G48980	protein_coding
1	Araport11	gene	18121434	18122155	.	+	.	AT1G48990	protein_coding
1	Araport11	gene	18123071	18124289	.	-	.	AT1G49000	protein_coding
1	Araport11	gene	18128524	18131522	.	-	.	AT1G49005	protein_coding
1	Araport11	gene	18132545	18134017	.	+	.	AT1G49010	protein_coding
1	Araport11	gene	18134528	18135312	.	+	.	AT1G49015	protein_coding
1	Araport11	gene	18135598	18135669	72	-	.	AT1G49020	pre_trna
1	Araport11	gene	18136666	18138080	.	+	.	AT1G49030	protein_coding
1	Araport11	gene	18137977	18139131	.	+	.	AT1G49032	protein_coding
1	Araport11	gene	18139174	18149019	.	-	.	AT1G49040	protein_coding
1	Araport11	gene	18150466	18153364	.	+	.	AT1G49050	protein_coding
1	Araport11	gene	18154045	18154459	.	+	.	AT1G49060	pseudogene
1	Araport11	gene	18155151	18159680	.	+	.	AT1G49070	transposable_element_gene
1	Araport11	gene	18159889	18160464	.	+	.	AT1G49080	transposable_element_gene
1	Araport11	gene	18161320	18162686	.	+	.	AT1G49090	transposable_element_gene
1	Araport11	gene	18166128	18170105	.	-	.	AT1G49100	protein_coding
1	Araport11	gene	18171563	18172450	.	+	.	AT1G49110	protein_coding
1	Araport11	gene	18173427	18174416	.	+	.	AT1G49120	protein_coding
1	Araport11	gene	18174373	18176389	.	-	.	AT1G49130	protein_coding
1	Araport11	gene	18176772	18179264	.	-	.	AT1G49140	protein_coding
1	Araport11	gene	18178479	18179228	.	+	.	AT1G49150	protein_coding
1	Araport11	gene	18179250	18182510	.	-	.	AT1G49160	protein_coding
1	Araport11	gene	18183184	18184583	.	-	.	AT1G49170	protein_coding
1	Araport11	gene	18184654	18187529	.	-	.	AT1G49180	protein_coding
1	Araport11	gene	18191267	18193782	.	+	.	AT1G49190	protein_coding
1	Araport11	gene	18198227	18199168	.	+	.	AT1G49200	protein_coding
1	Araport11	gene	18198298	18200366	.	-	.	AT1G49205	protein_coding
1	Araport11	gene	18201889	18202764	.	+	.	AT1G49210	protein_coding
1	Araport11	gene	18205934	18206701	.	+	.	AT1G49220	protein_coding
1	Araport11	gene	18206312	18211390	.	-	.	AT1G49225	protein_coding
1	Araport11	gene	18209194	18210177	.	+	.	AT1G49230	protein_coding
1	Araport11	gene	18215800	18218339	.	+	.	AT1G49240	protein_coding
1	Araport11	gene	18218341	18219269	.	+	.	AT1G49245	protein_coding
1	Araport11	gene	18220533	18224325	.	+	.	AT1G49250	protein_coding
1	Araport11	gene	18225870	18226967	.	+	.	AT1G49260	protein_coding
1	Araport11	gene	18227122	18230330	.	-	.	AT1G49270	protein_coding
1	Araport11	gene	18230479	18230552	74	-	.	AT1G49280	pre_trna
1	Araport11	gene	18232407	18233680	.	-	.	AT1G49290	protein_coding
1	Araport11	gene	18234679	18237543	.	+	.	AT1G49300	protein_coding
1	Araport11	gene	18237701	18238497	.	-	.	AT1G49310	protein_coding
1	Araport11	gene	18246305	18248088	.	+	.	AT1G49320	protein_coding
1	Araport11	gene	18249866	18251038	.	+	.	AT1G49330	protein_coding
1	Araport11	gene	18252050	18264672	.	+	.	AT1G49340	protein_coding
1	Araport11	gene	18264944	18267270	.	+	.	AT1G49350	protein_coding
1	Araport11	gene	18267231	18269465	.	-	.	AT1G49360	protein_coding
1	Araport11	gene	18275010	18276535	.	-	.	AT1G49370	pseudogene
1	Araport11	gene	18276643	18279532	.	+	.	AT1G49380	protein_coding
1	Araport11	gene	18279559	18281122	.	+	.	AT1G49390	protein_coding
1	Araport11	gene	18282968	18284202	.	+	.	AT1G49400	protein_coding
1	Araport11	gene	18284270	18285418	.	-	.	AT1G49405	protein_coding
1	Araport11	gene	18285306	18287034	.	-	.	AT1G49410	protein_coding
1	Araport11	gene	18287859	18288650	.	-	.	AT1G49420	protein_coding
1	Araport11	gene	18290942	18295905	.	+	.	AT1G49430	protein_coding
1	Araport11	gene	18299430	18299862	.	-	.	AT1G49435	protein_coding
1	Araport11	gene	18302711	18304784	.	+	.	AT1G49440	transposable_element_gene
1	Araport11	gene	18305445	18307557	.	+	.	AT1G49450	protein_coding
1	Araport11	gene	18308903	18308987	37	+	.	AT1G49460	pre_trna
1	Araport11	gene	18310428	18311714	.	+	.	AT1G49470	protein_coding
1	Araport11	gene	18312883	18314099	.	+	.	AT1G49475	protein_coding
1	Araport11	gene	18314117	18316861	.	-	.	AT1G49480	protein_coding
1	Araport11	gene	18317259	18320210	.	-	.	AT1G49490	protein_coding
1	Araport11	gene	18320490	18322505	.	-	.	AT1G49500	protein_coding
1	Araport11	gene	18326846	18328714	.	+	.	AT1G49510	protein_coding
1	Araport11	gene	18329659	18332102	.	+	.	AT1G49520	protein_coding
1	Araport11	gene	18332429	18333689	.	+	.	AT1G49530	protein_coding
1	Araport11	gene	18333623	18337520	.	-	.	AT1G49540	protein_coding
1	Araport11	gene	18338841	18339830	.	+	.	AT1G49550	transposable_element_gene
1	Araport11	gene	18342451	18344452	.	+	.	AT1G49560	protein_coding
1	Araport11	gene	18346958	18349049	.	+	.	AT1G49570	protein_coding
1	Araport11	gene	18351324	18354634	.	+	.	AT1G49580	protein_coding
1	Araport11	gene	18354744	18356733	.	+	.	AT1G49590	protein_coding
1	Araport11	gene	18356799	18360447	.	-	.	AT1G49600	protein_coding
1	Araport11	gene	18361679	18363192	.	-	.	AT1G49610	protein_coding
1	Araport11	gene	18365336	18366744	.	-	.	AT1G49620	protein_coding
1	Araport11	gene	18367590	18375494	.	-	.	AT1G49630	protein_coding
1	Araport11	gene	18375538	18376806	.	-	.	AT1G49640	protein_coding
1	Araport11	gene	18377154	18378634	.	-	.	AT1G49650	protein_coding
1	Araport11	gene	18378634	18379901	.	-	.	AT1G49660	protein_coding
1	Araport11	gene	18380804	18386146	.	-	.	AT1G49670	protein_coding
1	Araport11	gene	18386867	18387166	.	+	.	AT1G49680	protein_coding
1	Araport11	gene	18387802	18387874	73	+	.	AT1G49690	pre_trna
1	Araport11	gene	18388792	18390523	.	-	.	AT1G49700	protein_coding
1	Araport11	gene	18391273	18394030	.	-	.	AT1G49710	protein_coding
1	Araport11	gene	18396744	18397454	.	-	.	AT1G49715	protein_coding
1	Araport11	gene	18400003	18402628	.	+	.	AT1G49720	protein_coding
1	Araport11	gene	18402506	18405681	.	-	.	AT1G49730	protein_coding
1	Araport11	gene	18407400	18410022	.	+	.	AT1G49740	protein_coding
1	Araport11	gene	18410857	18413016	.	-	.	AT1G49750	protein_coding
1	Araport11	gene	18416474	18420111	.	+	.	AT1G49760	protein_coding
1	Araport11	gene	18424578	18426782	.	+	.	AT1G49770	protein_coding
1	Araport11	gene	18428788	18430497	.	-	.	AT1G49780	protein_coding
1	Araport11	gene	18435351	18437131	.	-	.	AT1G49790	protein_coding
1	Araport11	gene	18438012	18439115	.	-	.	AT1G49800	protein_coding
1	Araport11	gene	18439945	18442237	.	-	.	AT1G49810	protein_coding
1	Araport11	gene	18442882	18445350	.	+	.	AT1G49820	protein_coding
1	Araport11	gene	18445111	18446772	.	-	.	AT1G49830	protein_coding
1	Araport11	gene	18447615	18448335	.	+	.	AT1G49832	other_rna
1	Araport11	gene	18451746	18454463	.	+	.	AT1G49840	protein_coding
1	Araport11	gene	18454844	18456619	.	-	.	AT1G49850	protein_coding
1	Araport11	gene	18458526	18459969	.	+	.	AT1G49860	protein_coding
1	Araport11	gene	18460158	18463791	.	+	.	AT1G49870	protein_coding
1	Araport11	gene	18463998	18466085	.	+	.	AT1G49880	protein_coding
1	Araport11	gene	18470046	18473833	.	+	.	AT1G49890	protein_coding
1	Araport11	gene	18473908	18477643	.	-	.	AT1G49900	protein_coding
1	Araport11	gene	18478951	18481539	.	+	.	AT1G49910	protein_coding
1	Araport11	gene	18481584	18484393	.	-	.	AT1G49920	protein_coding
1	Araport11	gene	18484932	18485639	.	+	.	AT1G49930	protein_coding
1	Araport11	gene	18486742	18488523	.	-	.	AT1G49938	long_noncoding_rna
1	Araport11	gene	18488127	18491769	.	-	.	AT1G49940	protein_coding
1	Araport11	gene	18494029	18497318	.	-	.	AT1G49950	protein_coding
1	Araport11	gene	18492026	18493257	.	-	.	AT1G49952	other_rna
1	Araport11	gene	18498639	18501886	.	+	.	AT1G49960	protein_coding
1	Araport11	gene	18501570	18504654	.	-	.	AT1G49970	protein_coding
1	Araport11	gene	18504757	18506184	.	+	.	AT1G49975	protein_coding
1	Araport11	gene	18507922	18513340	.	+	.	AT1G49980	protein_coding
1	Araport11	gene	18513628	18515099	.	+	.	AT1G49990	protein_coding
1	Araport11	gene	18515059	18517290	.	-	.	AT1G50000	protein_coding
1	Araport11	gene	18517586	18520000	.	+	.	AT1G50010	protein_coding
1	Araport11	gene	18519946	18521781	.	-	.	AT1G50020	protein_coding
1	Araport11	gene	18522248	18539995	.	-	.	AT1G50030	protein_coding
1	Araport11	gene	18542061	18544034	.	+	.	AT1G50040	protein_coding
1	Araport11	gene	18546086	18549046	.	+	.	AT1G50050	protein_coding
1	Araport11	gene	18549204	18550042	.	-	.	AT1G50055	other_rna
1	Araport11	gene	18551121	18552660	.	+	.	AT1G50060	protein_coding
1	Araport11	gene	18552999	18553078	80	+	.	AT1G50070	pre_trna
1	Araport11	gene	18554001	18554276	.	-	.	AT1G50080	protein_coding
1	Araport11	gene	18554564	18556826	.	-	.	AT1G50090	protein_coding
1	Araport11	gene	18557900	18557979	80	+	.	AT1G50100	pre_trna
1	Araport11	gene	18557984	18560391	.	-	.	AT1G50110	protein_coding
1	Araport11	gene	18561728	18566269	.	+	.	AT1G50120	protein_coding
1	Araport11	gene	18566604	18569401	.	+	.	AT1G50130	pseudogene
1	Araport11	gene	18569686	18579182	.	-	.	AT1G50140	protein_coding
1	Araport11	gene	18581429	18581650	.	+	.	AT1G50160	protein_coding
1	Araport11	gene	18581998	18583832	.	+	.	AT1G50170	protein_coding
1	Araport11	gene	18583964	18587136	.	+	.	AT1G50180	protein_coding
1	Araport11	gene	18588229	18590799	.	-	.	AT1G50190	protein_coding
1	Araport11	gene	18591194	18598569	.	-	.	AT1G50200	protein_coding
1	Araport11	gene	18600601	18601672	.	-	.	AT1G50210	pseudogene
1	Araport11	gene	18602958	18604826	.	-	.	AT1G50220	protein_coding
1	Araport11	gene	18606511	18614500	.	+	.	AT1G50240	protein_coding
1	Araport11	gene	18614201	18617155	.	-	.	AT1G50250	protein_coding
1	Araport11	gene	18617593	18621957	.	-	.	AT1G50260	protein_coding
1	Araport11	gene	18622026	18624250	.	+	.	AT1G50270	protein_coding
1	Araport11	gene	18623698	18626441	.	-	.	AT1G50280	protein_coding
1	Araport11	gene	18627551	18628452	.	-	.	AT1G50290	protein_coding
1	Araport11	gene	18628555	18632039	.	-	.	AT1G50300	protein_coding
1	Araport11	gene	18635955	18638449	.	+	.	AT1G50310	protein_coding
1	Araport11	gene	18638384	18639536	.	-	.	AT1G50320	protein_coding
1	Araport11	gene	18639874	18640488	.	-	.	AT1G50325	protein_coding
1	Araport11	gene	18644317	18645154	.	-	.	AT1G50330	pseudogene
1	Araport11	gene	18647376	18647849	.	-	.	AT1G50340	protein_coding
1	Araport11	gene	18648645	18649227	.	+	.	AT1G50350	protein_coding
1	Araport11	gene	18649706	18657400	.	+	.	AT1G50360	protein_coding
1	Araport11	gene	18658508	18662052	.	+	.	AT1G50370	protein_coding
1	Araport11	gene	18662266	18666515	.	+	.	AT1G50380	protein_coding
1	Araport11	gene	18666986	18667677	.	-	.	AT1G50390	protein_coding
1	Araport11	gene	18668010	18670576	.	+	.	AT1G50400	protein_coding
1	Araport11	gene	18672132	18677652	.	+	.	AT1G50410	protein_coding
1	Araport11	gene	18677694	18680300	.	-	.	AT1G50420	protein_coding
1	Araport11	gene	18681932	18685652	.	-	.	AT1G50430	protein_coding
1	Araport11	gene	18685769	18687907	.	+	.	AT1G50440	protein_coding
1	Araport11	gene	18687785	18690503	.	-	.	AT1G50450	protein_coding
1	Araport11	gene	18693644	18697709	.	+	.	AT1G50460	protein_coding
1	Araport11	gene	18700000	18700444	.	-	.	AT1G50470	protein_coding
1	Araport11	gene	18701882	18704938	.	+	.	AT1G50480	protein_coding
1	Araport11	gene	18704805	18706657	.	-	.	AT1G50490	protein_coding
1	Araport11	gene	18707924	18716118	.	-	.	AT1G50500	protein_coding
1	Araport11	gene	18716112	18719336	.	+	.	AT1G50510	protein_coding
1	Araport11	gene	18719378	18721219	.	+	.	AT1G50520	protein_coding
1	Araport11	gene	18721212	18721729	.	-	.	AT1G50530	protein_coding
1	Araport11	gene	18721898	18722901	.	+	.	AT1G50550	pseudogene
1	Araport11	gene	18724190	18726272	.	+	.	AT1G50560	protein_coding
1	Araport11	gene	18726235	18728369	.	-	.	AT1G50570	protein_coding
1	Araport11	gene	18728634	18730498	.	-	.	AT1G50575	protein_coding
1	Araport11	gene	18730759	18732238	.	+	.	AT1G50580	protein_coding
1	Araport11	gene	18732378	18734199	.	-	.	AT1G50590	protein_coding
1	Araport11	gene	18737063	18739649	.	-	.	AT1G50600	protein_coding
1	Araport11	gene	18742027	18744805	.	+	.	AT1G50610	protein_coding
1	Araport11	gene	18748241	18751338	.	+	.	AT1G50620	protein_coding
1	Araport11	gene	18751456	18753941	.	-	.	AT1G50630	protein_coding
1	Araport11	gene	18756972	18758708	.	-	.	AT1G50640	protein_coding
1	Araport11	gene	18763640	18764367	.	-	.	AT1G50650	protein_coding
1	Araport11	gene	18770937	18771930	.	-	.	AT1G50659	other_rna
1	Araport11	gene	18770937	18774759	.	+	.	AT1G50660	protein_coding
1	Araport11	gene	18774805	18777030	.	-	.	AT1G50670	protein_coding
1	Araport11	gene	18777601	18778614	.	-	.	AT1G50680	protein_coding
1	Araport11	gene	18779606	18780693	.	+	.	AT1G50690	protein_coding
1	Araport11	gene	18781764	18784582	.	+	.	AT1G50700	protein_coding
1	Araport11	gene	18784509	18787802	.	-	.	AT1G50710	protein_coding
1	Araport11	gene	18789127	18789687	.	-	.	AT1G50720	protein_coding
1	Araport11	gene	18795210	18802370	.	+	.	AT1G50730	protein_coding
1	Araport11	gene	18802552	18803755	.	+	.	AT1G50732	protein_coding
1	Araport11	gene	18806508	18807394	.	-	.	AT1G50735	transposable_element_gene
1	Araport11	gene	18807672	18809035	.	+	.	AT1G50740	protein_coding
1	Araport11	gene	18808866	18810504	.	-	.	AT1G50745	protein_coding
1	Araport11	gene	18810603	18812050	.	-	.	AT1G50750	protein_coding
1	Araport11	gene	18814947	18815309	.	-	.	AT1G50760	protein_coding
1	Araport11	gene	18818459	18820503	.	-	.	AT1G50770	protein_coding
1	Araport11	gene	18821267	18823156	.	+	.	AT1G50780	protein_coding
1	Araport11	gene	18823822	18826637	.	-	.	AT1G50790	protein_coding
1	Araport11	gene	18828868	18832972	.	+	.	AT1G50810	transposable_element_gene
1	Araport11	gene	18827706	18834861	.	-	.	AT1G50820	protein_coding
1	Araport11	gene	18835271	18838029	.	-	.	AT1G50830	protein_coding
1	Araport11	gene	18839047	18844577	.	+	.	AT1G50840	protein_coding
1	Araport11	gene	18847410	18849654	.	-	.	AT1G50850	transposable_element_gene
1	Araport11	gene	18850511	18854356	.	-	.	AT1G50860	transposable_element_gene
1	Araport11	gene	18855147	18856337	.	+	.	AT1G50870	protein_coding
1	Araport11	gene	18860837	18861982	.	+	.	AT1G50880	protein_coding
1	Araport11	gene	18862154	18866113	.	-	.	AT1G50890	protein_coding
1	Araport11	gene	18866197	18867204	.	+	.	AT1G50900	protein_coding
1	Araport11	gene	18866753	18869933	.	-	.	AT1G50910	protein_coding
1	Araport11	gene	18870059	18872968	.	+	.	AT1G50920	protein_coding
1	Araport11	gene	18876810	18877844	.	+	.	AT1G50930	protein_coding
1	Araport11	gene	18877812	18880012	.	-	.	AT1G50940	protein_coding
1	Araport11	gene	18880112	18884326	.	+	.	AT1G50950	protein_coding
1	Araport11	gene	18889473	18891838	.	+	.	AT1G50960	protein_coding
1	Araport11	gene	18896142	18900369	.	+	.	AT1G50970	protein_coding
1	Araport11	gene	18900541	18902057	.	-	.	AT1G50980	protein_coding
1	Araport11	gene	18902678	18905490	.	+	.	AT1G50990	protein_coding
1	Araport11	gene	18909913	18910169	.	+	.	AT1G51000	protein_coding
1	Araport11	gene	18911389	18912001	.	+	.	AT1G51010	protein_coding
1	Araport11	gene	18913110	18913828	.	+	.	AT1G51020	protein_coding
1	Araport11	gene	18915134	18915596	.	+	.	AT1G51030	protein_coding
1	Araport11	gene	18917415	18917891	.	+	.	AT1G51035	protein_coding
1	Araport11	gene	18920658	18923319	.	+	.	AT1G51040	protein_coding
1	Araport11	gene	18923355	18923966	.	-	.	AT1G51050	pseudogene
1	Araport11	gene	18925212	18926315	.	-	.	AT1G51055	protein_coding
1	Araport11	gene	18926811	18927746	.	+	.	AT1G51060	protein_coding
1	Araport11	gene	18927810	18929762	.	+	.	AT1G51070	protein_coding
1	Araport11	gene	18929744	18930752	.	-	.	AT1G51080	protein_coding
1	Araport11	gene	18931466	18931691	.	-	.	AT1G51085	transposable_element_gene
1	Araport11	gene	18932766	18934049	.	+	.	AT1G51090	protein_coding
1	Araport11	gene	18934299	18935299	.	+	.	AT1G51100	protein_coding
1	Araport11	gene	18935301	18937665	.	+	.	AT1G51110	protein_coding
1	Araport11	gene	18938091	18939149	.	+	.	AT1G51120	protein_coding
1	Araport11	gene	18939194	18941719	.	-	.	AT1G51130	protein_coding
1	Araport11	gene	18943447	18945812	.	-	.	AT1G51140	protein_coding
1	Araport11	gene	18948370	18949290	.	-	.	AT1G51150	protein_coding
1	Araport11	gene	18949532	18951891	.	+	.	AT1G51160	protein_coding
1	Araport11	gene	18953458	18955053	.	-	.	AT1G51170	protein_coding
1	Araport11	gene	18963205	18965571	.	+	.	AT1G51172	protein_coding
1	Araport11	gene	18965955	18971576	.	-	.	AT1G51175	transposable_element_gene
1	Araport11	gene	18977176	18980618	.	+	.	AT1G51190	protein_coding
1	Araport11	gene	18984281	18986653	.	+	.	AT1G51200	protein_coding
1	Araport11	gene	18987702	18989267	.	+	.	AT1G51210	protein_coding
1	Araport11	gene	18989751	18992149	.	-	.	AT1G51220	protein_coding
1	Araport11	gene	18997026	18997434	.	-	.	AT1G51230	protein_coding
1	Araport11	gene	19000369	19000945	.	-	.	AT1G51240	protein_coding
1	Araport11	gene	19001424	19002215	.	-	.	AT1G51250	protein_coding
1	Araport11	gene	19003219	19005664	.	-	.	AT1G51260	protein_coding
1	Araport11	gene	19007364	19011285	.	+	.	AT1G51270	protein_coding
1	Araport11	gene	19012173	19013306	.	+	.	AT1G51290	protein_coding
1	Araport11	gene	19014255	19016205	.	-	.	AT1G51300	protein_coding
1	Araport11	gene	19018941	19021808	.	-	.	AT1G51310	protein_coding
1	Araport11	gene	19025642	19026769	.	+	.	AT1G51320	protein_coding
1	Araport11	gene	19028841	19029844	.	-	.	AT1G51330	protein_coding
1	Araport11	gene	19030998	19035121	.	+	.	AT1G51340	protein_coding
1	Araport11	gene	19035644	19039398	.	+	.	AT1G51350	protein_coding
1	Araport11	gene	19041397	19042414	.	+	.	AT1G51355	protein_coding
1	Araport11	gene	19044163	19044953	.	+	.	AT1G51360	protein_coding
1	Araport11	gene	19045059	19047518	.	+	.	AT1G51370	protein_coding
1	Araport11	gene	19047672	19050214	.	+	.	AT1G51380	protein_coding
1	Araport11	gene	19050298	19052094	.	+	.	AT1G51390	protein_coding
1	Araport11	gene	19052023	19052582	.	-	.	AT1G51400	protein_coding
1	Araport11	gene	19052193	19053535	.	+	.	AT1G51402	protein_coding
1	Araport11	gene	19057472	19059766	.	+	.	AT1G51405	protein_coding
1	Araport11	gene	19059720	19061714	.	+	.	AT1G51410	protein_coding
1	Araport11	gene	19064598	19066989	.	-	.	AT1G51420	protein_coding
1	Araport11	gene	19068241	19069776	.	+	.	AT1G51430	protein_coding
1	Araport11	gene	19070798	19072753	.	+	.	AT1G51440	protein_coding
1	Araport11	gene	19074328	19076545	.	+	.	AT1G51450	protein_coding
1	Araport11	gene	19076838	19081451	.	-	.	AT1G51460	protein_coding
1	Araport11	gene	19087384	19090523	.	+	.	AT1G51470	protein_coding
1	Araport11	gene	19090716	19093478	.	-	.	AT1G51480	protein_coding
1	Araport11	gene	19094888	19097503	.	+	.	AT1G51490	protein_coding
